"logFC"	"P.Value"	"adj.P.Val"
"X7297"	0.982932959972326	0.408906287232632	0.978485020859851
"X57209"	0.982743648860356	0.408996529925574	0.978485020859851
"X3096"	0.982701356147435	0.409016692053885	0.978485020859851
"X2130"	0.982578225091921	0.409075395466585	0.978485020859851
"X81553"	0.982564382573755	0.409081995277295	0.978485020859851
"X6547"	0.982526956629603	0.40909983946834	0.978485020859851
"X57223"	0.982492547289249	0.409116245791618	0.978485020859851
"X124935"	0.981706297092252	0.409491235414062	0.978485020859851
"X11129"	0.981702158550946	0.409493209766764	0.978485020859851
"X92105"	0.981430526086708	0.409622808456889	0.978485020859851
"X5582"	0.981400048448423	0.409637351178824	0.978485020859851
"X55599"	0.98137150514626	0.409650971190612	0.978485020859851
"X7102"	-0.981308867116884	0.409680861132489	0.978485020859851
"X90378"	0.981100505517303	0.409780297540702	0.978485020859851
"X3098"	0.980998668966371	0.409828902219595	0.978485020859851
"X199953"	0.980991708592558	0.409832224400831	0.978485020859851
"X26276"	0.980813197195459	0.409917433229118	0.978485020859851
"X5036"	0.980735064944291	0.409954731402813	0.978485020859851
"X9917"	0.980662201369087	0.409989516274503	0.978485020859851
"X3654"	0.980521317382088	0.410056778880873	0.978485020859851
"X23214"	0.980127775498075	0.410244703351385	0.978485020859851
"X3015"	0.980008444720115	0.410301696402152	0.978485020859851
"X148479"	0.979689275562884	0.410454156507865	0.978485020859851
"X26468"	0.979657736052241	0.410469224067543	0.978485020859851
"X6497"	0.979548064241729	0.410521620797888	0.978485020859851
"X9887"	0.979137044052198	0.41071802487683	0.978485020859851
"X5048"	0.979106940918698	0.410732411711913	0.978485020859851
"X738"	0.978999202008662	0.410783904549526	0.978485020859851
"X55683"	0.978974074491512	0.410795914570461	0.978485020859851
"X23093"	0.978971462586092	0.410797162976312	0.978485020859851
"X55527"	0.978846149833587	0.410857061044228	0.978485020859851
"X6427"	0.978748562662579	0.410903710192303	0.978485020859851
"X10494"	0.978222033330612	0.411155458859599	0.978485020859851
"X284371"	0.978152631363912	0.411188648745222	0.978485020859851
"X5792"	0.978060362579327	0.411232776620577	0.978485020859851
"X55798"	0.977822800316522	0.411346404556378	0.978485020859851
"X9146"	0.977818022032286	0.411348690239226	0.978485020859851
"X10447"	0.977615017899554	0.411445803829329	0.978485020859851
"X9652"	0.977431901394396	0.411533415201465	0.978485020859851
"X55778"	0.977330843296465	0.4115817707916	0.978485020859851
"X25841"	0.977248454544358	0.411621195725577	0.978485020859851
"X7398"	0.977013599564261	0.41173359159292	0.978485020859851
"X1687"	0.976761210663495	0.411854399063162	0.978485020859851
"X7741"	0.976521381413078	0.411969214262274	0.978485020859851
"X81628"	-0.97630010016775	0.412075166677506	0.978485020859851
"X10168"	0.976192705251864	0.412126594621728	0.978485020859851
"X80207"	0.976101490872992	0.412170277220322	0.978485020859851
"X747"	0.976006521295407	0.412215761102266	0.978485020859851
"X51147"	0.975916865748648	0.412258702660674	0.978485020859851
"X10951"	0.975889636839809	0.412271744785759	0.978485020859851
"X143279"	0.975853703120553	0.412288956722528	0.978485020859851
"X55777"	0.975790192757879	0.412319378671891	0.978485020859851
"X11022"	0.975750673102185	0.412338309560891	0.978485020859851
"X23244"	0.975646519450721	0.412388204195346	0.978485020859851
"X2521"	0.975603571829543	0.412408779224438	0.978485020859851
"X5463"	0.975472013554967	0.412471808977931	0.978485020859851
"X57863"	0.97533460648821	0.412537646992362	0.978485020859851
"X6314"	0.975101349738286	0.412649425238082	0.978485020859851
"X57161"	0.975016856019152	0.412689919640171	0.978485020859851
"X5768"	0.974660327998983	0.412860814947903	0.978485020859851
"X148156"	0.974584063846668	0.4128973762439	0.978485020859851
"X10055"	0.974539138280074	0.41291891461234	0.978485020859851
"X284161"	0.97441250800792	0.412979627711911	0.978485020859851
"X5708"	0.974306553460675	0.413030431863624	0.978485020859851
"X54476"	0.974265499094041	0.413050118019338	0.978485020859851
"X112755"	0.974140719547928	0.413109955007517	0.978485020859851
"X55636"	0.974117038556416	0.413121311608705	0.978485020859851
"X163882"	0.974064954418589	0.413146290047179	0.978485020859851
"X26058"	0.974010258524182	0.413172521991205	0.978485020859851
"X26504"	0.973838849352263	0.413254735571459	0.978485020859851
"X9900"	0.973788950613343	0.413278670498651	0.978485020859851
"X389792"	0.973476096021262	0.413428756164717	0.978485020859851
"X9475"	0.973398749781384	0.413465866434968	0.978485020859851
"X51496"	0.973256943037325	0.413533909598175	0.978485020859851
"X4799"	0.973164669029217	0.413578189017433	0.978485020859851
"X63917"	0.972513243463994	0.413890867682016	0.978485020859851
"X23217"	0.971816032891276	0.414225677705681	0.978485020859851
"X39"	0.971705576611134	0.414278735016308	0.978485020859851
"X9208"	0.971292703706984	0.414477092752034	0.978485020859851
"X8621"	0.9711727581967	0.414534729051626	0.978485020859851
"X84942"	0.970818679991381	0.414704898601164	0.978485020859851
"X55810"	0.97078595371104	0.414720628896104	0.978485020859851
"X1278"	0.970756610369744	0.414734733439148	0.978485020859851
"X55379"	0.970279418617452	0.414964146292752	0.978485020859851
"X9649"	0.969927258685879	0.415133497427186	0.978485020859851
"X4869"	0.969752821483529	0.415217398125741	0.978485020859851
"X80724"	0.96955114223289	0.41531441417627	0.978485020859851
"X84908"	0.969492335835269	0.415342705004478	0.978485020859851
"X8562"	0.969452769353359	0.415361740454152	0.978485020859851
"X55131"	0.969415390907358	0.415379723712362	0.978485020859851
"X84186"	0.969170794180383	0.41549741374331	0.978485020859851
"X55324"	0.968987806838601	0.415585472714185	0.978485020859851
"X57148"	0.968715987975772	0.415716300411857	0.978485020859851
"X1282"	0.967687468745166	0.416211551644481	0.978485020859851
"X1054"	0.96748167712417	0.416310685949159	0.978485020859851
"X23269"	0.96745572944771	0.416323186499088	0.978485020859851
"X4848"	0.967101714794202	0.416493758688758	0.978485020859851
"X6950"	0.966764468291191	0.416656289953033	0.978485020859851
"X51455"	0.966642955484957	0.416714860529162	0.978485020859851
"X284611"	0.966419674352986	0.416822497274411	0.978485020859851
"X284439"	0.966066574300685	0.416992749066761	0.978485020859851
"X206358"	0.966055201456133	0.416998233313564	0.978485020859851
"X8573"	0.965953527135727	0.417047264895499	0.978485020859851
"X57701"	0.96569189810679	0.417173448911664	0.978485020859851
"X3192"	0.96562939291162	0.417203598578298	0.978485020859851
"X9679"	0.965339913835596	0.417343246884286	0.978485020859851
"X57102"	0.965317531144656	0.417354045720188	0.978485020859851
"X5921"	0.965268862129727	0.417377527321661	0.978485020859851
"X10391"	0.965257743252785	0.417382892015312	0.978485020859851
"X441094"	-0.965038527108829	0.417488668861702	0.978485020859851
"X728215"	0.964605075614076	0.417697865703849	0.978485020859851
"X65996"	0.96452996683291	0.417734121757932	0.978485020859851
"X8732"	0.964122173011674	0.417931001871313	0.978485020859851
"X109"	0.9639646267642	0.418007078774653	0.978485020859851
"X7517"	0.963868995912941	0.418053261567707	0.978485020859851
"X1455"	0.963606073312206	0.418180249679073	0.978485020859851
"X51111"	0.963394316666219	0.418282541829168	0.978485020859851
"X7913"	0.963284163964852	0.418335758530129	0.978485020859851
"X55893"	0.963196639300304	0.418378046071816	0.978485020859851
"X8812"	0.963160005722102	0.418395746332223	0.978485020859851
"X6128"	0.962986221192894	0.418479719877831	0.978485020859851
"X124997"	0.962951502031438	0.418496497537661	0.978485020859851
"X9892"	0.962725832635734	0.418605559486874	0.978485020859851
"X552889"	0.962459256115305	0.418734412661699	0.978485020859851
"X23133"	0.962456946461182	0.41873552916458	0.978485020859851
"X1653"	0.962193753705118	0.418862769849417	0.978485020859851
"X6558"	-0.962036549725997	0.418938781052376	0.978485020859851
"X10243"	0.961880411362623	0.419014285042023	0.978485020859851
"X7275"	0.961548869910551	0.419174635429016	0.978485020859851
"X5894"	0.961351754724677	0.419269987511396	0.978485020859851
"X64852"	0.96134934412482	0.419271153688816	0.978485020859851
"X92609"	0.961147570427978	0.419368772640398	0.978485020859851
"X163131"	0.961083543340355	0.419399752004349	0.978485020859851
"X148206"	0.961021997613533	0.419429532035867	0.978485020859851
"X90987"	0.960630704142484	0.419618895657091	0.978485020859851
"X100131755"	0.960607840052379	0.419629962120741	0.978485020859851
"X3920"	-0.960352659129436	0.41975348405407	0.978485020859851
"X84319"	0.960290413546324	0.419783617662865	0.978485020859851
"X54973"	0.959971172014464	0.419938185148111	0.978485020859851
"X55035"	0.959857973258685	0.419993000731986	0.978485020859851
"X8558"	0.959804078551731	0.420019100286268	0.978485020859851
"X57412"	0.959585545662904	0.420124938831206	0.978485020859851
"X1002"	0.95947427678326	0.420178833930975	0.978485020859851
"X5144"	0.959074693240721	0.420372412949186	0.978485020859851
"X54207"	0.959061139349338	0.420378980076456	0.978485020859851
"X23164"	0.95892876722858	0.420443120143591	0.978485020859851
"X10228"	0.958923982506345	0.420445438657871	0.978485020859851
"X10921"	0.958865905228543	0.420473581537683	0.978485020859851
"X146713"	0.958582364900513	0.420610994381696	0.978485020859851
"X6432"	0.958034479791869	0.420876591979334	0.978485020859851
"X54921"	0.957998239591958	0.420894163567748	0.978485020859851
"X23261"	0.957926885828122	0.42092876173736	0.978485020859851
"X2321"	-0.957896049853698	0.420943714068915	0.978485020859851
"X4999"	0.957843781352655	0.420969059722186	0.978485020859851
"X5532"	0.957570386432935	0.421101646951438	0.978485020859851
"X1267"	-0.957267444571497	0.421248592061235	0.978485020859851
"X8479"	0.957056938521547	0.421350717931757	0.978485020859851
"X1290"	0.957016804129305	0.421370190563514	0.978485020859851
"X80204"	0.956866605863521	0.421443069293906	0.978485020859851
"X51112"	0.956829280107369	0.421461181527045	0.978485020859851
"X55191"	0.956730154002434	0.421509284446899	0.978485020859851
"X55591"	0.956684562620395	0.421531409655711	0.978485020859851
"X114823"	0.956191865573472	0.421770555867533	0.978485020859851
"X23177"	0.956105920343797	0.421812280271672	0.978485020859851
"X2"	-0.955538728098623	0.422087699563816	0.978485020859851
"X10208"	0.955472250707874	0.422119986799494	0.978485020859851
"X57595"	0.95543055131943	0.422140240408791	0.978485020859851
"X29035"	0.955162507147955	0.422270444451677	0.978485020859851
"X84955"	0.955039458400481	0.422330223990584	0.978485020859851
"X27000"	0.95476846602995	0.422461894983048	0.978485020859851
"X1802"	0.95459316412083	0.422547084274776	0.978485020859851
"X55196"	0.954449280186628	0.422617013283239	0.978485020859851
"X124637"	0.954275555014999	0.422701454460879	0.978485020859851
"X79174"	0.95421344662342	0.422731645378414	0.978485020859851
"X7203"	0.954085514069664	0.422793837431547	0.978485020859851
"X57558"	0.953956545063428	0.422856538760954	0.978485020859851
"X56099"	0.953826324587301	0.422919854047159	0.978485020859851
"X54617"	0.953745948977287	0.422958936729978	0.978485020859851
"X55275"	0.953684335789496	0.422988897607075	0.978485020859851
"X4140"	0.953559415049245	0.423049647100463	0.978485020859851
"X2558"	0.953371741242773	0.423140923281962	0.978485020859851
"X7014"	0.953341543503105	0.423155611194493	0.978485020859851
"X79571"	0.953263627100167	0.423193510419931	0.978485020859851
"X29959"	0.95312806373686	0.423259454371408	0.978485020859851
"X26160"	0.953115062129205	0.423265779238361	0.978485020859851
"X23140"	0.952978838244457	0.423332051134941	0.978485020859851
"X22938"	0.952715087821919	0.423460380996723	0.978485020859851
"X6794"	0.952592340766236	0.423520112313696	0.978485020859851
"X1760"	0.952447606973287	0.423590549176792	0.978485020859851
"X54665"	0.952375239675116	0.423625770374279	0.978485020859851
"X23536"	0.952337996319426	0.423643897400587	0.978485020859851
"X23625"	0.952207992153926	0.423707176376456	0.978485020859851
"X4857"	0.952185461949627	0.423718143420001	0.978485020859851
"X79798"	0.951792768302174	0.423909321858696	0.978485020859851
"X23198"	0.951672842980331	0.423967716194224	0.978485020859851
"X6897"	0.951362064104491	0.424119063308612	0.978485020859851
"X6829"	0.95112227734518	0.424235859354751	0.978485020859851
"X5817"	0.951101912763625	0.424245779461909	0.978485020859851
"X9683"	0.951088448326938	0.424252338406968	0.978485020859851
"X54936"	0.951076298852066	0.424258256844197	0.978485020859851
"X103"	0.950892636061845	0.424347731340306	0.978485020859851
"X5393"	0.950660805355963	0.424460687417211	0.978485020859851
"X3831"	0.950552270315594	0.424513575547588	0.978485020859851
"X90507"	0.950508135985591	0.424535082903668	0.978485020859851
"X80335"	0.950493008764332	0.42454245478407	0.978485020859851
"X2353"	0.950353495635789	0.424610446613821	0.978485020859851
"X55578"	0.949973853825809	0.424795497558946	0.978485020859851
"X55787"	0.949929997696333	0.424816877635016	0.978485020859851
"X57561"	0.949500617273907	0.425026235887058	0.978485020859851
"X23070"	0.949475644447827	0.425038414046975	0.978485020859851
"X23279"	0.949343622363245	0.425102798856296	0.978485020859851
"X28985"	0.949339733687757	0.425104695380146	0.978485020859851
"X55832"	0.949129161597788	0.425207399678419	0.978485020859851
"X11143"	0.949019170486338	0.425261052435114	0.978485020859851
"X51490"	0.948882475590811	0.425327736587078	0.978485020859851
"X10085"	-0.948792805548766	0.425371483824495	0.978485020859851
"X5152"	0.94862831572807	0.425451740145837	0.978485020859851
"X347731"	0.948545273951271	0.425492260464219	0.978485020859851
"X6455"	0.94851263894211	0.42550818536643	0.978485020859851
"X23108"	0.948485307063337	0.425521522768379	0.978485020859851
"X8904"	0.948485013994982	0.425521665781109	0.978485020859851
"X6860"	0.948397683173232	0.425564283093294	0.978485020859851
"X57544"	0.948223395906904	0.425649342470478	0.978485020859851
"X23274"	0.947957116907504	0.425779316771174	0.978485020859851
"X338692"	0.94775208551973	0.425879411085644	0.978485020859851
"X51747"	0.947729256312189	0.425890556930624	0.978485020859851
"X389114"	0.947354008053126	0.426073787812158	0.978485020859851
"X27"	0.94714097054733	0.426177832876835	0.978485020859851
"X84623"	0.947026829550179	0.426233584122986	0.978485020859851
"X2074"	0.94688703535998	0.426301871259395	0.978485020859851
"X2011"	0.946830865731085	0.426329310985761	0.978485020859851
"X284370"	0.946798219013196	0.426345259882207	0.978485020859851
"X57048"	0.946516502997636	0.426482901024604	0.978485020859851
"X26030"	-0.946499520339105	0.426491199259965	0.978485020859851
"X22980"	0.946132654886663	0.426670483688431	0.978485020859851
"X4232"	0.945950674282037	0.426759432563387	0.978485020859851
"X23210"	0.945943690567242	0.426762846294039	0.978485020859851
"X54552"	0.945561726223708	0.426949579678967	0.978485020859851
"X55755"	0.945476295653398	0.426991351191511	0.978485020859851
"X10057"	0.94538658848894	0.427035216320105	0.978485020859851
"X56654"	0.9452572648674	0.427098457778296	0.978485020859851
"X51320"	0.945086784115762	0.427181834114525	0.978485020859851
"X51362"	0.945052604548286	0.427198551319508	0.978485020859851
"X220064"	0.944947424983555	0.427249996969824	0.978485020859851
"X11140"	0.944685749011302	0.427378004132968	0.978485020859851
"X9516"	-0.944589379079732	0.427425152192809	0.978485020859851
"X56897"	0.944546507041806	0.427446127897723	0.978485020859851
"X9510"	-0.944435971602197	0.427500211572127	0.978485020859851
"X9905"	0.944423036395387	0.427506540875291	0.978485020859851
"X6885"	0.943990809583857	0.427718064392804	0.978485020859851
"X9685"	0.943912714700405	0.427756289031385	0.978485020859851
"X51729"	0.943855261167867	0.427784411740524	0.978485020859851
"X2314"	0.943682775853481	0.427868847382337	0.978485020859851
"X10247"	-0.943670834734438	0.427874693201692	0.978485020859851
"X8891"	0.943595704929364	0.427911474344538	0.978485020859851
"X79847"	0.94357885309397	0.427919724715379	0.978485020859851
"X10454"	0.943530993623535	0.4279431563998	0.978485020859851
"X9782"	0.943508197982103	0.427954317259699	0.978485020859851
"X81875"	0.943437865392924	0.427988753514562	0.978485020859851
"X84687"	0.94330858316289	0.428052056910549	0.978485020859851
"X79706"	0.943285813999512	0.428063206457833	0.978485020859851
"X80153"	0.942888267758261	0.428257903152313	0.978485020859851
"X25837"	0.942761133757389	0.42832017739835	0.978485020859851
"X23603"	0.94255368749799	0.428421802436271	0.978485020859851
"X7745"	0.942533034360752	0.428431920888842	0.978485020859851
"X23344"	0.942520885890853	0.42843787277191	0.978485020859851
"X3276"	0.942423393254352	0.428485638946675	0.978485020859851
"X5127"	0.942279920379537	0.428555938611962	0.978485020859851
"X5930"	0.942224342283412	0.428583172890382	0.978485020859851
"X27043"	0.942138305974268	0.428625334232912	0.978485020859851
"X29882"	0.942041370698543	0.428672839409142	0.978485020859851
"X6635"	0.941996874204239	0.428694646880085	0.978485020859851
"X3954"	0.941837338857922	0.4287728395217	0.978485020859851
"X10868"	0.941119591548201	0.429124729719178	0.978485020859851
"X55684"	0.941075247530946	0.429146475779553	0.978485020859851
"X2618"	0.940660915653735	0.429349692790597	0.978485020859851
"X9640"	0.94062556218397	0.429367035166753	0.978485020859851
"X203259"	0.940358187401922	0.429498207017485	0.978485020859851
"X5955"	0.940188536636032	0.42958144834969	0.978485020859851
"X284323"	0.940025319691001	0.4296615416913	0.978485020859851
"X55652"	-0.939604864686677	0.429867906096004	0.978485020859851
"X5531"	0.939561470014874	0.429889208003025	0.978485020859851
"X10059"	0.93952530181574	0.429906962992546	0.978485020859851
"X84861"	0.939437814294244	0.429949912427651	0.978485020859851
"X55898"	0.93931888301997	0.43000830224798	0.978485020859851
"X9070"	0.93926778200932	0.430033391923124	0.978485020859851
"X5108"	0.93918047798731	0.430076258591071	0.978485020859851
"X54963"	0.939138194313642	0.430097020957106	0.978485020859851
"X384"	0.939078807377597	0.430126182445459	0.978485020859851
"X9344"	0.939068375546523	0.430131305032689	0.978485020859851
"X54765"	0.938963116487732	0.430182994844554	0.978485020859851
"X79142"	0.938416523307252	0.430451469618022	0.978485020859851
"X8853"	0.938372582023394	0.430473056850791	0.978485020859851
"X23148"	0.938170289817355	0.430572445960118	0.978485020859851
"X55844"	0.93806238582992	0.430625466207651	0.978485020859851
"X7791"	0.938056033674976	0.430628587552622	0.978485020859851
"X3815"	0.938014899835115	0.430648800366049	0.978485020859851
"X10421"	0.937954860424836	0.430678304201614	0.978485020859851
"X8890"	0.9378414645598	0.430734031015587	0.978485020859851
"X25831"	0.937839873530173	0.430734812934635	0.978485020859851
"X988"	0.937828772334654	0.430740268692691	0.978485020859851
"X23429"	0.93774690837747	0.430780502529357	0.978485020859851
"X58487"	0.937737041165471	0.430785352134276	0.978485020859851
"X11159"	0.93751411616171	0.430894925283054	0.978485020859851
"X144402"	-0.937002501775026	0.431146457521259	0.978485020859851
"X79596"	0.93694133339461	0.431176536297727	0.978485020859851
"X81619"	0.93671304923385	0.43128880288791	0.978485020859851
"X200081"	0.936524378507605	0.431381601000177	0.978485020859851
"X55250"	0.936448646797274	0.43141885306437	0.978485020859851
"X169981"	0.936297336749744	0.431493287334525	0.978485020859851
"X79101"	0.936195110658553	0.431543579844331	0.978485020859851
"X57567"	0.935988273259791	0.43164534871883	0.978485020859851
"X8028"	0.935528087617417	0.431871820794136	0.978485020859851
"X9755"	0.935208122428517	0.432029326468588	0.978485020859851
"X26151"	0.935201028016964	0.432032819132051	0.978485020859851
"X9925"	0.935111116907896	0.432077084861216	0.978485020859851
"X79621"	0.934758487485719	0.432250719448972	0.978485020859851
"X3730"	-0.934705338749322	0.432276893369806	0.978485020859851
"X84289"	0.934441595343623	0.432406791485201	0.978485020859851
"X284131"	0.934123406729317	0.432563534872004	0.978485020859851
"X22887"	0.933945192990725	0.432651339387831	0.978485020859851
"X55023"	0.933825749666142	0.432710193954585	0.978485020859851
"X6670"	0.933436187648994	0.432902179151101	0.978485020859851
"X23293"	0.933125957024346	0.433055103250804	0.978485020859851
"X27429"	0.93267710698178	0.433276413284359	0.978485020859851
"X1745"	0.932523588201367	0.433352122277264	0.978485020859851
"X2801"	0.932157078951514	0.433532900130622	0.978485020859851
"X6431"	0.932012217162063	0.433604364111103	0.978485020859851
"X114885"	0.931925189590968	0.433647300285668	0.978485020859851
"X5080"	0.931660787980116	0.433777761308834	0.978485020859851
"X91544"	0.93165364732228	0.433781284966331	0.978485020859851
"X55122"	0.931346909638442	0.433932664589006	0.978485020859851
"X1967"	0.931298019247846	0.433956795547053	0.978485020859851
"X56898"	-0.931055812756595	0.434076353477304	0.978485020859851
"X10525"	0.931003238980367	0.434102307450631	0.978485020859851
"X9282"	0.930717541701605	0.434243362635853	0.978485020859851
"X94015"	-0.93061013424094	0.43429639896843	0.978485020859851
"X283337"	0.930602007187931	0.434300412148157	0.978485020859851
"X253980"	0.930310545794812	0.434444351414519	0.978485020859851
"X5875"	0.930190307543012	0.434503739539416	0.978485020859851
"X8237"	0.929739944203052	0.434726224849125	0.978485020859851
"X60560"	0.929571461241262	0.434809474514964	0.978485020859851
"X5914"	0.929518816908387	0.434835488665314	0.978485020859851
"X55929"	0.929425887531317	0.434881411827623	0.978485020859851
"X81608"	0.92926695849883	0.434959956707551	0.978485020859851
"X9373"	0.929059745668286	0.435062376392715	0.978485020859851
"X379025"	0.928839479478429	0.435171263261505	0.978485020859851
"X23185"	0.928692127530474	0.435244114324307	0.978485020859851
"X54496"	0.928157809158591	0.435508341293674	0.978485020859851
"X51122"	0.928131882317338	0.435521164787398	0.978485020859851
"X1958"	0.927985305042379	0.435593666445529	0.978485020859851
"X1762"	0.927562525202234	0.435802825440689	0.978485020859851
"X56895"	0.927433437497279	0.435866699663248	0.978485020859851
"X5226"	0.927048384540436	0.436057260782325	0.978485020859851
"X79169"	0.927026015515814	0.436068332596308	0.978485020859851
"X9588"	-0.926970105951445	0.43609600640692	0.978485020859851
"X79648"	0.926828063612904	0.436166318300769	0.978485020859851
"X5993"	0.926774897177285	0.436192637717512	0.978485020859851
"X79703"	0.926624086169623	0.436267299908971	0.978485020859851
"X908"	0.926576677493635	0.436290772102271	0.978485020859851
"X156"	0.926329839880399	0.43641299398615	0.978485020859851
"X11021"	0.926309928214939	0.436422854126585	0.978485020859851
"X359948"	0.926239165930617	0.436457896235249	0.978485020859851
"X23016"	0.925872800825656	0.436639349399441	0.978485020859851
"X8927"	0.925868477117975	0.436641491103118	0.978485020859851
"X6541"	0.925809040403009	0.436670933075768	0.978485020859851
"X2767"	0.925567125687196	0.436790777313325	0.978485020859851
"X410"	0.925545362451497	0.43680155972095	0.978485020859851
"X81545"	0.92546095291739	0.436843381147842	0.978485020859851
"X64118"	0.925139400883696	0.437002717983507	0.978485020859851
"X9425"	0.925039799649608	0.437052079600027	0.978485020859851
"X65982"	0.924998842719205	0.43707237847576	0.978485020859851
"X7266"	0.924981058344444	0.437081192850591	0.978485020859851
"X27440"	0.924418795139203	0.437359917132335	0.978485020859851
"X57410"	0.924407240136721	0.4373656462337	0.978485020859851
"X153090"	0.92439555691067	0.437371438953685	0.978485020859851
"X9423"	0.924241371486456	0.437447890553437	0.978485020859851
"X28976"	0.924098997615458	0.437518492319436	0.978485020859851
"X8565"	0.923878283685414	0.437627955092135	0.978485020859851
"X9667"	0.923737865729947	0.437697603387051	0.978485020859851
"X51101"	0.92363019703733	0.437751012136694	0.978485020859851
"X84988"	0.923618730861878	0.437756700121417	0.978485020859851
"X409"	0.923299592439386	0.43791503104065	0.978485020859851
"X482"	-0.922928905377593	0.438098977610499	0.978485020859851
"X56254"	0.92289146247395	0.438117560426625	0.978485020859851
"X2782"	0.922609946276971	0.438257290701672	0.978485020859851
"X9410"	0.922528267432803	0.438297836707329	0.978485020859851
"X54505"	0.921975131519239	0.438572474376558	0.978485020859851
"X3707"	-0.921870330515303	0.438624520295983	0.978485020859851
"X9868"	0.921844664312335	0.438637267099829	0.978485020859851
"X84790"	0.921743812643462	0.438687355901827	0.978485020859851
"X22948"	0.921693693279661	0.438712249314315	0.978485020859851
"X92170"	0.92150125698604	0.4388078366015	0.978485020859851
"X770"	-0.921361991576713	0.438877020218909	0.978485020859851
"X57620"	0.921327267996197	0.438894271012562	0.978485020859851
"X151987"	0.921261058507139	0.438927165192952	0.978485020859851
"X6731"	0.921102064105545	0.43900616253272	0.978485020859851
"X23039"	0.921059352145117	0.439027385622898	0.978485020859851
"X5926"	0.920662183971108	0.439224762217047	0.978485020859851
"X10939"	0.920540170046922	0.439285408456939	0.978485020859851
"X121274"	0.920329863510739	0.439389951261092	0.978485020859851
"X23038"	0.920056806940846	0.439525708248479	0.978485020859851
"X83607"	0.919761711407728	0.439672449535008	0.978485020859851
"X5067"	0.919490596429146	0.439807290864496	0.978485020859851
"X124454"	0.919470337311719	0.439817367860943	0.978485020859851
"X114785"	0.919467855755389	0.439818602209821	0.978485020859851
"X25896"	0.919465730985443	0.43981965909146	0.978485020859851
"X148254"	0.919215076137205	0.439944347525535	0.978485020859851
"X57418"	0.91907253561607	0.440015263456202	0.978485020859851
"X57504"	0.919062406220735	0.440020303223621	0.978485020859851
"X8776"	0.918829694543549	0.440136095437528	0.978485020859851
"X55854"	0.918780195058531	0.440160727547286	0.978485020859851
"X79183"	0.918759614120877	0.44017096933942	0.978485020859851
"X4952"	0.918749552114694	0.440175976594265	0.978485020859851
"X117246"	0.918704114393963	0.440198588619915	0.978485020859851
"X50809"	0.918583560009456	0.440258585589678	0.978485020859851
"X1106"	0.918539470279389	0.440280529141723	0.978485020859851
"X57463"	0.918520103573118	0.440290168190753	0.978485020859851
"X338799"	0.91836448700056	0.440367624875522	0.978485020859851
"X51594"	0.917944366602977	0.440576774874253	0.978485020859851
"X3615"	0.917856835917253	0.440620357748247	0.978485020859851
"X10540"	0.917640109097675	0.440728279999825	0.978485020859851
"X55573"	0.917265534029555	0.44091484079072	0.978485020859851
"X50807"	0.917104286731735	0.44099516552445	0.978485020859851
"X1647"	0.91706015266792	0.441017152203685	0.978485020859851
"X84516"	0.917007601018191	0.441043333169709	0.978485020859851
"X57614"	0.917002940734485	0.441045654942466	0.978485020859851
"X10098"	0.91692149524005	0.441086232557886	0.978485020859851
"X6634"	0.916692231579516	0.441200467337319	0.978485020859851
"X285331"	0.916659241795136	0.441216906490962	0.978485020859851
"X5887"	0.916397938173821	0.441347129208345	0.978485020859851
"X84893"	0.916291755146444	0.441400052646592	0.978485020859851
"X90799"	0.916284317719488	0.441403759723702	0.978485020859851
"X348110"	0.916224875821608	0.441433388312503	0.978485020859851
"X55671"	0.916212267845063	0.441439672857073	0.978485020859851
"X8893"	0.916132433513422	0.441479468093977	0.978485020859851
"X55677"	0.916076483334232	0.441507358956845	0.978485020859851
"X2054"	0.916041189928899	0.44152495304829	0.978485020859851
"X132299"	0.915894278940703	0.441598193859191	0.978485020859851
"X55904"	0.915815937622867	0.44163725288084	0.978485020859851
"X57103"	0.915706944565566	0.441691597383726	0.978485020859851
"X54799"	0.915410418518063	0.441839466184402	0.978485020859851
"X6433"	0.91519532640092	0.441946744015941	0.978485020859851
"X152579"	0.914877738500009	0.442105169179696	0.978485020859851
"X22883"	0.91485307244591	0.442117474924256	0.978485020859851
"X51084"	-0.914835971402793	0.44212600664585	0.978485020859851
"X1826"	0.91479910340199	0.442144400436088	0.978485020859851
"X1973"	0.914777355323201	0.442155250961245	0.978485020859851
"X57537"	-0.914493990636216	0.442296640854687	0.978485020859851
"X55280"	0.914455019961066	0.442316087995407	0.978485020859851
"X375704"	-0.914369030625435	0.442359000111974	0.978485020859851
"X8726"	0.914252367258512	0.442417223604285	0.978485020859851
"X266747"	0.914143853949171	0.442471383561153	0.978485020859851
"X59284"	0.913997491881652	0.442544440176941	0.978485020859851
"X9330"	0.913912503956238	0.442586865060164	0.978485020859851
"X26999"	0.913762238830715	0.442661881177307	0.978485020859851
"X57617"	0.913256507094786	0.442914408550719	0.978485020859851
"X55153"	0.912876849190638	0.443104037503787	0.978485020859851
"X79364"	0.912824617282552	0.443130129573637	0.978485020859851
"X8522"	0.912680716317089	0.443202018796862	0.978485020859851
"X25853"	0.912587876436266	0.443248402751972	0.978485020859851
"X10492"	0.91213142141189	0.443476493686255	0.978485020859851
"X23026"	0.91193501671152	0.443574657900736	0.978485020859851
"X22872"	0.911899052599149	0.4435926343183	0.978485020859851
"X94081"	0.9118449164353	0.443619694697211	0.978485020859851
