"logFC"	"P.Value"	"adj.P.Val"
"X8224"	2.24503170584284	0.0592755949940347	0.978485020859851
"X124925"	2.24338195634654	0.0594625537745389	0.978485020859851
"X23072"	2.22165071092888	0.0619712550702402	0.978485020859851
"X153020"	2.20885719248397	0.0634886974468053	0.978485020859851
"X9980"	2.20057774556734	0.064486991388512	0.978485020859851
"X4826"	2.1934410529692	0.0653578623448774	0.978485020859851
"X9537"	2.19034262915617	0.0657389622858967	0.978485020859851
"X1428"	2.19003706579652	0.0657766450001041	0.978485020859851
"X3159"	2.17350323694672	0.0678423321086059	0.978485020859851
"X23500"	-2.16598756534311	0.0687988042807247	0.978485020859851
"X220296"	-2.15595003414888	0.0700934721827498	0.978485020859851
"X4753"	2.15493330570043	0.0702257205000823	0.978485020859851
"X7018"	-2.15056432328688	0.0707963367608785	0.978485020859851
"X79957"	-2.13884029760464	0.0723463807271749	0.978485020859851
"X53919"	-2.13579599421904	0.0727533839019816	0.978485020859851
"X23178"	2.13310303789871	0.0731149746562491	0.978485020859851
"X55506"	2.1281592963239	0.0737826115923309	0.978485020859851
"X567"	-2.12475291803107	0.0742455266249193	0.978485020859851
"X440193"	2.12280042557444	0.0745119320340523	0.978485020859851
"X2009"	2.12125867358922	0.0747228458872289	0.978485020859851
"X3642"	2.11796653888909	0.0751748472312761	0.978485020859851
"X10615"	2.11596689326487	0.0754504814124264	0.978485020859851
"X1465"	-2.1154612237623	0.0755203141959092	0.978485020859851
"X3485"	2.11043252380184	0.0762176508661279	0.978485020859851
"X27065"	2.10397534114701	0.077120769881107	0.978485020859851
"X157807"	2.10095230035462	0.0775465677210386	0.978485020859851
"X4173"	2.09643352492476	0.0781866099948719	0.978485020859851
"X2556"	2.09565801244126	0.0782968852566283	0.978485020859851
"X6334"	2.09270987573217	0.0787172563865401	0.978485020859851
"X60468"	2.08783773652463	0.0794159924350066	0.978485020859851
"X8671"	-2.08756365719889	0.0794554487785192	0.978485020859851
"X1947"	2.08434990959442	0.0799192887618745	0.978485020859851
"X51291"	2.08203323386808	0.0802550175138711	0.978485020859851
"X57482"	2.07868540203745	0.0807422031655461	0.978485020859851
"X58473"	-2.07655799487932	0.0810530353508532	0.978485020859851
"X230"	-2.07513299454744	0.0812617827209272	0.978485020859851
"X221914"	2.07447654713764	0.0813580919772291	0.978485020859851
"X4613"	2.0730639021025	0.0815656593096732	0.978485020859851
"X6405"	2.07001834252398	0.0820146212487464	0.978485020859851
"X10381"	2.06934481329988	0.0821141798884475	0.978485020859851
"X9467"	2.06533432557291	0.0827090267093255	0.978485020859851
"X9899"	-2.06441584147752	0.0828457492398935	0.978485020859851
"X5362"	2.06213526832139	0.0831860200035581	0.978485020859851
"X55521"	2.05981585015878	0.0835332470814274	0.978485020859851
"X23432"	2.0594787634125	0.0835838080012706	0.978485020859851
"X1951"	2.05617189570075	0.0840811329227879	0.978485020859851
"X84206"	2.05506328853705	0.0842483931794907	0.978485020859851
"X57657"	2.05391705601462	0.0844216131822986	0.978485020859851
"X23240"	2.05240123296398	0.08465112858954	0.978485020859851
"X79948"	2.05057589418971	0.0849281783961979	0.978485020859851
"X6035"	-2.04978029817817	0.0850491631803118	0.978485020859851
"X1910"	-2.04237416693572	0.0861820997782226	0.978485020859851
"X6304"	2.04054290634053	0.0864641047098691	0.978485020859851
"X65998"	2.04025253928684	0.0865088881541185	0.978485020859851
"X402665"	2.03877768502765	0.0867366448959162	0.978485020859851
"X23136"	2.03501454839676	0.0873199674462546	0.978485020859851
"X9951"	2.03108530077699	0.087932413017925	0.978485020859851
"X10036"	2.02890372675461	0.0882739443520217	0.978485020859851
"X636"	2.02867420879426	0.0883099381049427	0.978485020859851
"X10602"	2.02733638930326	0.0885199748585922	0.978485020859851
"X2290"	2.02441414826061	0.0889801651657134	0.978485020859851
"X9712"	2.02249361353236	0.0892836565122764	0.978485020859851
"X100505678"	2.01684172597825	0.0901816323461941	0.978485020859851
"X91653"	2.01674459243025	0.0901971282895136	0.978485020859851
"X3667"	2.01162202418151	0.0910173846535579	0.978485020859851
"X1953"	2.00678091149269	0.0917980756113088	0.978485020859851
"X144165"	2.00651268654707	0.0918414871339898	0.978485020859851
"X2845"	2.0059048417894	0.0919399263063808	0.978485020859851
"X1107"	2.00276589974257	0.0924496213204705	0.978485020859851
"X9229"	2.00123229627531	0.0926994685903767	0.978485020859851
"X1869"	1.9997874037096	0.0929353592220515	0.978485020859851
"X2565"	-1.99625420013383	0.09351421382477	0.978485020859851
"X10371"	1.98634375456396	0.0951533161379968	0.978485020859851
"X80309"	1.98528183976562	0.095330304457991	0.978485020859851
"X1281"	1.98240449870455	0.0958111934557265	0.978485020859851
"X220164"	1.98044157831692	0.0961403685434436	0.978485020859851
"X8317"	1.97663941917691	0.0967805518942226	0.978485020859851
"X84823"	1.97471632078064	0.0971056469127416	0.978485020859851
"X2355"	1.97054528348037	0.0978137511270386	0.978485020859851
"X8914"	1.96858517646412	0.0981479345503683	0.978485020859851
"X6511"	1.96377503571836	0.0989718931386397	0.978485020859851
"X63922"	1.96310006356752	0.0990879537379188	0.978485020859851
"X5136"	1.96268507591922	0.099159364240247	0.978485020859851
"X23135"	1.96219994028426	0.0992428977778699	0.978485020859851
"X23228"	1.96019677811977	0.0995884089591135	0.978485020859851
"X9258"	1.9571522240319	0.100115379294584	0.978485020859851
"X90874"	1.95598001385576	0.100318864590665	0.978485020859851
"X5426"	1.95488724005295	0.100508857268482	0.978485020859851
"X80816"	1.95431396301252	0.10060864343849	0.978485020859851
"X1948"	1.95279334998665	0.100873708014132	0.978485020859851
"X64114"	-1.95044910792175	0.101283432745309	0.978485020859851
"X26040"	1.94860895854938	0.101605980310828	0.978485020859851
"X4781"	1.94613928244839	0.102040158354888	0.978485020859851
"X65268"	1.9455091772312	0.102151169266288	0.978485020859851
"X23329"	1.94543802600673	0.102163710610528	0.978485020859851
"X868"	1.93432294401617	0.104137986377086	0.978485020859851
"X3306"	-1.93349617860009	0.104286040353854	0.978485020859851
"X5100"	1.93219741338072	0.104518955814109	0.978485020859851
"X6422"	1.92996188214058	0.104920834571349	0.978485020859851
"X64403"	1.92816049788953	0.105245558929889	0.978485020859851
"X23040"	1.92793665907564	0.105285964615862	0.978485020859851
"X197407"	1.92715410357661	0.105427322363735	0.978485020859851
"X6597"	1.92661022508221	0.105525655109531	0.978485020859851
"X8193"	1.92565378765568	0.105698754632869	0.978485020859851
"X9547"	-1.92314338238889	0.106154168548487	0.978485020859851
"X348"	-1.92101492017839	0.106541511644919	0.978485020859851
"X151742"	1.91720003452809	0.107238557238312	0.978485020859851
"X7837"	1.91342867088095	0.107931196878899	0.978485020859851
"X30837"	1.90785291084216	0.108961711143622	0.978485020859851
"X3619"	1.90250011045888	0.109958324702672	0.978485020859851
"X80206"	1.90172381660982	0.110103455529357	0.978485020859851
"X4915"	-1.89799567478298	0.110802554522184	0.978485020859851
"X23199"	1.8969381825387	0.111001491668104	0.978485020859851
"X57574"	1.89684525645318	0.111018986543	0.978485020859851
"X137970"	1.89425539688677	0.111507446844537	0.978485020859851
"X1627"	1.89279055296244	0.111784473615434	0.978485020859851
"X57604"	1.89045577367158	0.112227141979483	0.978485020859851
"X5424"	1.88838425092986	0.112621053914991	0.978485020859851
"X1400"	1.88807760382593	0.112679457125222	0.978485020859851
"X5613"	1.88776577669099	0.112738871391563	0.978485020859851
"X10051"	1.87846076919005	0.114523198594209	0.978485020859851
"X347"	-1.87796398095575	0.114619084074638	0.978485020859851
"X5292"	1.87785697189819	0.114639746242701	0.978485020859851
"X23028"	1.87604780798389	0.11498951799308	0.978485020859851
"X9820"	1.87519290715426	0.115155090663111	0.978485020859851
"X3978"	1.87460622121398	0.115268825351173	0.978485020859851
"X84444"	1.87458928416651	0.115272110071588	0.978485020859851
"X64410"	1.87451039850267	0.115287409891605	0.978485020859851
"X1471"	-1.86422306670631	0.117296351311387	0.978485020859851
"X51761"	1.86348778211861	0.117440985720222	0.978485020859851
"X4661"	1.85272739608577	0.119573663102262	0.978485020859851
"X92691"	1.85167566129165	0.11978373124578	0.978485020859851
"X9401"	1.85116319271567	0.119886193794933	0.978485020859851
"X863"	1.84478800426549	0.121166590065434	0.978485020859851
"X605"	1.84370174340357	0.121385818104201	0.978485020859851
"X26960"	1.84185492476534	0.121759253118421	0.978485020859851
"X90362"	1.84093968509558	0.121944651283281	0.978485020859851
"X253782"	1.83967615914642	0.122200963629388	0.978485020859851
"X23046"	1.83728748960329	0.122686667067653	0.978485020859851
"X80059"	1.83629634841516	0.122888644345288	0.978485020859851
"X10743"	1.83524030255697	0.123104133769825	0.978485020859851
"X81544"	1.83402768082096	0.123351936845084	0.978485020859851
"X9315"	1.83375623742806	0.123407460472683	0.978485020859851
"X6656"	1.83369325691132	0.12342034589849	0.978485020859851
"X90139"	1.83362258940241	0.123434805286113	0.978485020859851
"X114787"	1.832549367602	0.123654561451216	0.978485020859851
"X83733"	-1.83162048111567	0.123845009528082	0.978485020859851
"X23224"	1.83002127563553	0.124173428260133	0.978485020859851
"X26037"	1.82521846336732	0.125163837245984	0.978485020859851
"X6506"	-1.82103317703357	0.126031915265757	0.978485020859851
"X90668"	1.81805579423766	0.126652309387767	0.978485020859851
"X83992"	1.81522036686829	0.127245332137733	0.978485020859851
"X26053"	1.81449057746284	0.127398314894865	0.978485020859851
"X57662"	1.81065560960759	0.128204576325	0.978485020859851
"X5649"	1.80936439304712	0.128476931846422	0.978485020859851
"X5802"	1.80748248418062	0.128874686846842	0.978485020859851
"X1788"	1.80619843127928	0.129146629368821	0.978485020859851
"X2035"	1.80600416199439	0.129187811388991	0.978485020859851
"X1602"	1.80549512725586	0.129295767096314	0.978485020859851
"X26232"	-1.80505391912546	0.12938939486247	0.978485020859851
"X8912"	1.80473850108136	0.129456361273916	0.978485020859851
"X4929"	1.80453726544194	0.129499099678816	0.978485020859851
"X54477"	1.80389468290782	0.129635644650613	0.978485020859851
"X11178"	1.80272293146007	0.129884922633541	0.978485020859851
"X3148"	1.79996835990331	0.130472394722353	0.978485020859851
"X57619"	1.79650099907204	0.131214813060286	0.978485020859851
"X57540"	1.79552762995963	0.131423814967707	0.978485020859851
"X163175"	-1.79325357076445	0.131913106933703	0.978485020859851
"X64207"	1.78771565579192	0.133110562053332	0.978485020859851
"X23002"	1.78705793208443	0.133253337921887	0.978485020859851
"X9705"	1.78627263836315	0.133423961362389	0.978485020859851
"X6714"	1.78541074593632	0.133611422227541	0.978485020859851
"X91975"	1.7805345083973	0.134675840157259	0.978485020859851
"X3797"	1.77800147151708	0.135231349425127	0.978485020859851
"X339451"	1.77761127524919	0.13531707880824	0.978485020859851
"X6929"	1.77678789504733	0.135498120104952	0.978485020859851
"X1894"	1.77624708497349	0.135617132866711	0.978485020859851
"X79772"	1.77495157371109	0.135902556460086	0.978485020859851
"X10472"	1.77441361983085	0.13602121323997	0.978485020859851
"X8828"	1.77282719616886	0.136371597361824	0.978485020859851
"X56977"	1.77239737723132	0.136466648804475	0.978485020859851
"X4440"	1.76788052984679	0.137468612433653	0.978485020859851
"X201255"	1.76502826213398	0.138104241771043	0.978485020859851
"X390"	1.76453900439708	0.138213500346214	0.978485020859851
"X3609"	1.76258215464377	0.138651160294962	0.978485020859851
"X57699"	1.76187472891199	0.138809642328467	0.978485020859851
"X6712"	1.7617290082546	0.138842304925227	0.978485020859851
"X9889"	1.76169564267086	0.138849784495964	0.978485020859851
"X4978"	1.75956856250352	0.139327253379547	0.978485020859851
"X55715"	1.75936229683647	0.13937362129433	0.978485020859851
"X6461"	1.75681160544342	0.139947991425678	0.978485020859851
"X2239"	1.75334199251825	0.140732207885089	0.978485020859851
"X9760"	1.75308025026526	0.140791504762356	0.978485020859851
"X9859"	1.75015271369318	0.141456038584651	0.978485020859851
"X440730"	1.7488932602183	0.141742667656419	0.978485020859851
"X201161"	1.74834647579247	0.141867244826037	0.978485020859851
"X162494"	1.7466242857255	0.142260171378815	0.978485020859851
"X25851"	1.74627900909684	0.142339048497795	0.978485020859851
"X26035"	1.74500198052642	0.142631072577857	0.978485020859851
"X2583"	1.7428183858475	0.143131470622678	0.978485020859851
"X150"	1.74202885993341	0.143312731583936	0.978485020859851
"X3786"	1.74048073232561	0.143668665015407	0.978485020859851
"X4900"	-1.74037406477812	0.14369321413084	0.978485020859851
"X57144"	1.73639324643341	0.144611686057538	0.978485020859851
"X150864"	1.73444716286835	0.145062329157679	0.978485020859851
"X51155"	1.73315287433544	0.14536263504319	0.978485020859851
"X6666"	1.72973857517115	0.1461571185943	0.978485020859851
"X339044"	1.72853049866119	0.146439024088859	0.978485020859851
"X23254"	1.7256908051957	0.147103306613047	0.978485020859851
"X23327"	1.72070018749545	0.148276329343426	0.978485020859851
"X90161"	1.71952138275656	0.148554442609566	0.978485020859851
"X9628"	1.7190729515029	0.148660344719085	0.978485020859851
"X114818"	1.71862655564857	0.148765823395325	0.978485020859851
"X5865"	1.71778435844412	0.148964981391346	0.978485020859851
"X1786"	1.71544192246367	0.149519977660276	0.978485020859851
"X2670"	-1.71374185481999	0.149923763903347	0.978485020859851
"X285598"	1.71254434966099	0.150208684514365	0.978485020859851
"X139285"	1.71201115993566	0.150335678328705	0.978485020859851
"X2898"	1.71053326720469	0.150688107128351	0.978485020859851
"X64762"	1.71047772716067	0.150701363869986	0.978485020859851
"X23101"	-1.70756508472242	0.151397823134554	0.978485020859851
"X8940"	1.70383470416733	0.15229339454432	0.978485020859851
"X116113"	1.7016904181042	0.152810006256026	0.978485020859851
"X8618"	1.69953569784727	0.15333047388271	0.978485020859851
"X58500"	1.69675463045072	0.154004225820153	0.978485020859851
"X27146"	1.69547647747847	0.154314629735417	0.978485020859851
"X7703"	1.69355108137563	0.154783116060593	0.978485020859851
"X23085"	1.69235884882274	0.155073750543674	0.978485020859851
"X81577"	1.69221331128616	0.155109257074025	0.978485020859851
"X23245"	1.69094123576502	0.155419865881463	0.978485020859851
"X10765"	1.69032145055861	0.155571372792035	0.978485020859851
"X57523"	1.68995346733032	0.155661379563755	0.978485020859851
"X112885"	1.68947370218955	0.155778786955209	0.978485020859851
"X4502"	-1.68900659431583	0.155893161436266	0.978485020859851
"X5376"	-1.68459107376297	0.156977481282009	0.978485020859851
"X3371"	1.68347052807236	0.157253561307088	0.978485020859851
"X79012"	1.6815602565479	0.157725062197536	0.978485020859851
"X29894"	1.67840482049171	0.158506244309654	0.978485020859851
"X124930"	1.67837405675946	0.158513874789783	0.978485020859851
"X478"	1.6761035320145	0.159077812280882	0.978485020859851
"X11189"	1.67404194591162	0.159591168916151	0.978485020859851
"X47"	1.67372228238316	0.159670880585682	0.978485020859851
"X140733"	1.67318350177803	0.159805299688531	0.978485020859851
"X26586"	1.67232291420629	0.160020183143658	0.978485020859851
"X205147"	1.67230816169834	0.160023868658454	0.978485020859851
"X22984"	1.67163502968133	0.160192100756141	0.978485020859851
"X8019"	1.67117075540411	0.160308212104886	0.978485020859851
"X8861"	1.66947929257239	0.160731771805109	0.978485020859851
"X221692"	1.66752357726035	0.161222556564107	0.978485020859851
"X1809"	1.66751761433639	0.161224054682692	0.978485020859851
"X84629"	1.66698868404398	0.161356984395838	0.978485020859851
"X1503"	1.6667176622068	0.161425129131865	0.978485020859851
"X25885"	1.66585685649188	0.161641711101714	0.978485020859851
"X4974"	-1.66323255944582	0.162303348223459	0.978485020859851
"X114991"	1.66282312768759	0.162406758089669	0.978485020859851
"X3280"	1.66198579183446	0.162618398156058	0.978485020859851
"X23281"	1.65975010857886	0.163184495601195	0.978485020859851
"X8425"	1.65966966396379	0.163204892646211	0.978485020859851
"X51617"	1.65906510364377	0.163358242781537	0.978485020859851
"X162632"	-1.65780599958747	0.163677970315183	0.978485020859851
"X28969"	1.6563256847592	0.164054473437608	0.978485020859851
"X4330"	1.65572463991216	0.164207529249846	0.978485020859851
"X23623"	1.65565017360373	0.164226499550604	0.978485020859851
"X4783"	1.65438569033226	0.164548878908718	0.978485020859851
"X8325"	1.65074003583883	0.165481004522565	0.978485020859851
"X6091"	1.64757225855666	0.166294167494109	0.978485020859851
"X2901"	1.64672800217153	0.166511392957651	0.978485020859851
"X57670"	1.64582209194833	0.166744719039147	0.978485020859851
"X4131"	1.64529546073403	0.16688047100269	0.978485020859851
"X8936"	1.64431531911473	0.167133347415423	0.978485020859851
"X4133"	1.6430721440962	0.16745450050494	0.978485020859851
"X6482"	1.64205656523876	0.167717201882425	0.978485020859851
"X80727"	1.64149410637802	0.167862827123032	0.978485020859851
"X387509"	1.63814430970065	0.168732084495591	0.978485020859851
"X23242"	-1.6376001462006	0.168873610866132	0.978485020859851
"X9985"	1.6362999144583	0.16921213656434	0.978485020859851
"X22983"	1.63101684332591	0.170592863398616	0.978485020859851
"X54874"	1.63069513692723	0.170677212980939	0.978485020859851
"X2752"	-1.63011909852613	0.170828325016872	0.978485020859851
"X286"	1.62901342404004	0.171118657131129	0.978485020859851
"X115703"	1.62861629172553	0.171223027755228	0.978485020859851
"X22880"	1.62723151591344	0.171587334566589	0.978485020859851
"X254251"	1.62524561323843	0.172110798099987	0.978485020859851
"X8728"	1.62474997039459	0.172241630586971	0.978485020859851
"X80274"	1.62339543580563	0.172599560153975	0.978485020859851
"X64780"	1.62327948445095	0.172630225597609	0.978485020859851
"X65012"	1.62261690373954	0.172805535282799	0.978485020859851
"X8851"	1.62247893790085	0.172842055874193	0.978485020859851
"X3425"	1.62211776276786	0.1729376889679	0.978485020859851
"X642852"	1.62156992991006	0.173082821390827	0.978485020859851
"X84530"	1.62155513065044	0.173086743288047	0.978485020859851
"X150622"	-1.61886771374209	0.173800027636248	0.978485020859851
"X157627"	1.61849307389868	0.173899637331301	0.978485020859851
"X66000"	1.61703801990702	0.174286913352733	0.978485020859851
"X894"	1.61538235750267	0.174728366152291	0.978485020859851
"X83723"	1.61522132433572	0.174771347270759	0.978485020859851
"X5365"	-1.61518680179463	0.17478056265715	0.978485020859851
"X8745"	1.61484262055791	0.174872457626634	0.978485020859851
"X120114"	1.61483587424918	0.174874259223526	0.978485020859851
"X23636"	1.61478655400521	0.174887430580035	0.978485020859851
"X9231"	1.61452812483675	0.174956458214102	0.978485020859851
"X57498"	1.61431763969136	0.175012694800727	0.978485020859851
"X22994"	1.61324449633113	0.175299622734861	0.978485020859851
"X5654"	-1.61295689301779	0.175376579265331	0.978485020859851
"X10763"	1.61226575724103	0.175561615563575	0.978485020859851
"X116984"	-1.61137916878801	0.175799193174861	0.978485020859851
"X9747"	1.61049803959312	0.176035545367887	0.978485020859851
"X51412"	1.60902144139599	0.176432155998661	0.978485020859851
"X219654"	-1.608759639061	0.176502544922648	0.978485020859851
"X10231"	-1.60789785505365	0.176734394486379	0.978485020859851
"X113263"	1.60766836820367	0.176796172597365	0.978485020859851
"X65249"	1.60710826875611	0.176947019544692	0.978485020859851
"X80381"	1.60503354679576	0.177506622781266	0.978485020859851
"X23089"	1.60273632594124	0.178127775799825	0.978485020859851
"X6942"	1.60150993474383	0.178460045393575	0.978485020859851
"X51046"	-1.60115894210695	0.178555225640809	0.978485020859851
"X90525"	1.59988969827989	0.178899727429533	0.978485020859851
"X347689"	-1.59972011442653	0.178945793779616	0.978485020859851
"X22839"	1.59901811658457	0.179136580780419	0.978485020859851
"X85300"	1.59820766118108	0.179357032156033	0.978485020859851
"X65244"	1.59642490398912	0.179842668380001	0.978485020859851
"X9429"	-1.5963142948471	0.179872831293416	0.978485020859851
"X9223"	1.59391021374223	0.180529349096644	0.978485020859851
"X2912"	1.59249520170702	0.18091659842745	0.978485020859851
"X56884"	1.59150265127671	0.181188599629206	0.978485020859851
"X10155"	1.59113075726748	0.181290592611651	0.978485020859851
"X56896"	1.59030116124127	0.18151826521892	0.978485020859851
"X201191"	1.58959926261571	0.18171105847053	0.978485020859851
"X5198"	1.58942452880991	0.181759076902752	0.978485020859851
"X283149"	1.58931222402372	0.181789944244855	0.978485020859851
"X23030"	1.58916109852264	0.181831487727053	0.978485020859851
"X157922"	1.58909290411077	0.181850236262747	0.978485020859851
"X55565"	1.58899693249019	0.181876623953157	0.978485020859851
"X7112"	1.58849409346148	0.182014927516067	0.978485020859851
"X55734"	1.58600154290814	0.182701644065246	0.978485020859851
"X1612"	1.5855286640655	0.182832142253388	0.978485020859851
"X23057"	1.5847055708273	0.183059452270123	0.978485020859851
"X10570"	1.58455886097124	0.18309999046577	0.978485020859851
"X26059"	1.58399119850801	0.183256907032292	0.978485020859851
"X23543"	1.58389817959914	0.183282629360538	0.978485020859851
"X7710"	1.58322471447373	0.183468941098672	0.978485020859851
"X201595"	1.58293214058344	0.183549924332362	0.978485020859851
"X7625"	1.58278400599403	0.183590937466256	0.978485020859851
"X80774"	1.58274726318598	0.183601111277468	0.978485020859851
"X11279"	1.58259268301016	0.183643917957026	0.978485020859851
"X55512"	1.58225372473759	0.183737808899874	0.978485020859851
"X4175"	1.58132165985721	0.183996172804073	0.978485020859851
