"SRR1554536"	"SRR1554538"	"SRR1554556"	"SRR1554561"	"SRR1554566"	"SRR1554568"
"X401106"	"2"	"313"	"67"	"102"	"86"	"176"
"X401109"	"0"	"0"	"0"	"0"	"0"	"0"
"X401114"	"0"	"33"	"7"	"2"	"0"	"6"
"X401115"	"95"	"440"	"413"	"611"	"690"	"411"
"X401124"	"7"	"6"	"21"	"12"	"0"	"6"
"X401127"	"15"	"179"	"46"	"36"	"159"	"128"
"X401134"	"13"	"48"	"157"	"49"	"45"	"92"
"X401135"	"4"	"98"	"22"	"20"	"16"	"43"
"X401136"	"0"	"0"	"0"	"0"	"0"	"0"
"X401137"	"0"	"2"	"0"	"0"	"0"	"0"
"X401138"	"0"	"0"	"0"	"0"	"0"	"0"
"X401145"	"24"	"1848"	"248"	"213"	"1146"	"1338"
"X401149"	"23"	"228"	"229"	"87"	"122"	"136"
"X401152"	"4500"	"7889"	"11285"	"6236"	"7065"	"5610"
"X401164"	"0"	"5"	"0"	"0"	"0"	"0"
"X401172"	"12"	"79"	"55"	"28"	"24"	"35"
"X401176"	"0"	"5"	"37"	"12"	"2"	"5"
"X401177"	"0"	"2"	"0"	"0"	"2"	"7"
"X401180"	"1"	"18"	"4"	"0"	"50"	"30"
"X401190"	"164"	"1491"	"3085"	"4941"	"903"	"804"
"X401191"	"0"	"3"	"14"	"9"	"4"	"0"
"X4012"	"66"	"1513"	"659"	"441"	"254"	"327"
"X401207"	"70"	"1227"	"246"	"60"	"829"	"1491"
"X401232"	"159"	"607"	"394"	"386"	"370"	"363"
"X401233"	"45"	"1222"	"580"	"891"	"350"	"835"
"X401236"	"0"	"2"	"4"	"10"	"8"	"0"
"X401237"	"10"	"2251"	"92"	"82"	"1523"	"1826"
"X401242"	"0"	"0"	"0"	"0"	"0"	"0"
"X401250"	"0"	"0"	"0"	"0"	"0"	"0"
"X401251"	"0"	"4"	"2"	"0"	"0"	"0"
"X401253"	"0"	"0"	"27"	"6"	"1"	"0"
"X401260"	"25"	"216"	"131"	"264"	"72"	"89"
"X401261"	"32"	"829"	"243"	"70"	"310"	"460"
"X401262"	"64"	"375"	"185"	"119"	"271"	"254"
"X401264"	"196"	"357"	"496"	"217"	"358"	"194"
"X401265"	"2"	"52"	"47"	"48"	"65"	"67"
"X401282"	"51"	"68"	"280"	"120"	"64"	"42"
"X401285"	"0"	"2"	"0"	"0"	"2"	"2"
"X401286"	"4"	"461"	"31"	"16"	"378"	"416"
"X401288"	"9"	"198"	"52"	"82"	"146"	"157"
"X401296"	"0"	"15"	"0"	"0"	"4"	"0"
"X4013"	"321"	"524"	"1561"	"849"	"494"	"306"
"X401303"	"76"	"1138"	"526"	"981"	"785"	"711"
"X401317"	"0"	"91"	"110"	"19"	"156"	"171"
"X401320"	"342"	"2673"	"1731"	"698"	"1944"	"1324"
"X401321"	"131"	"949"	"802"	"388"	"656"	"569"
"X401331"	"142"	"451"	"634"	"806"	"734"	"380"
"X401335"	"0"	"0"	"2"	"0"	"0"	"0"
"X401337"	"6"	"1"	"6"	"0"	"0"	"0"
"X401357"	"0"	"2"	"0"	"2"	"1"	"1"
"X401375"	"0"	"17"	"4"	"3"	"20"	"12"
"X401387"	"4"	"115"	"30"	"6"	"70"	"115"
"X401388"	"6"	"47"	"6"	"0"	"12"	"26"
"X401397"	"724"	"998"	"1164"	"345"	"1098"	"687"
"X401399"	"71"	"1188"	"223"	"481"	"864"	"691"
"X4014"	"2"	"43"	"11"	"41"	"10"	"2"
"X401409"	"0"	"7"	"1"	"0"	"2"	"5"
"X401427"	"0"	"6"	"0"	"1"	"2"	"1"
"X401428"	"0"	"0"	"0"	"0"	"2"	"5"
"X401431"	"102"	"948"	"492"	"336"	"1401"	"748"
"X401442"	"16"	"10"	"128"	"186"	"2"	"0"
"X401463"	"2"	"84"	"20"	"26"	"97"	"124"
"X401466"	"237"	"1345"	"942"	"77"	"1024"	"1062"
"X401472"	"0"	"20"	"5"	"5"	"12"	"23"
"X401474"	"288"	"953"	"5374"	"5402"	"729"	"827"
"X401478"	"13"	"333"	"52"	"41"	"90"	"165"
"X401491"	"0"	"177"	"46"	"9"	"152"	"171"
"X401492"	"4"	"17"	"16"	"6"	"2"	"26"
"X401494"	"46"	"55"	"102"	"37"	"60"	"37"
"X401498"	"0"	"32"	"92"	"48"	"62"	"8"
"X4015"	"54"	"2825"	"253"	"142"	"958"	"858"
"X401505"	"625"	"2597"	"1755"	"1255"	"1936"	"1748"
"X401507"	"0"	"0"	"0"	"0"	"0"	"0"
"X401508"	"0"	"0"	"0"	"0"	"0"	"0"
"X401509"	"0"	"0"	"0"	"0"	"1"	"6"
"X401535"	"2"	"15"	"78"	"13"	"24"	"2"
"X401541"	"21"	"284"	"189"	"194"	"282"	"202"
"X401546"	"0"	"12"	"8"	"0"	"0"	"8"
"X401548"	"515"	"7134"	"7916"	"4240"	"5262"	"4466"
"X401550"	"0"	"18"	"24"	"14"	"6"	"11"
"X401551"	"10"	"6"	"6"	"2"	"81"	"2"
"X401554"	"4"	"12"	"4"	"10"	"2"	"2"
"X401561"	"0"	"0"	"0"	"0"	"0"	"2"
"X401562"	"488"	"41"	"1199"	"1232"	"46"	"23"
"X401563"	"2"	"111"	"79"	"72"	"58"	"38"
"X401565"	"9"	"8"	"15"	"9"	"15"	"15"
"X401577"	"2"	"7"	"0"	"0"	"10"	"2"
"X401588"	"88"	"717"	"250"	"104"	"517"	"592"
"X401589"	"0"	"0"	"0"	"0"	"0"	"0"
"X4016"	"72"	"474"	"57"	"33"	"499"	"330"
"X401612"	"91"	"722"	"285"	"109"	"490"	"615"
"X401613"	"0"	"0"	"4"	"4"	"0"	"4"
"X401629"	"0"	"0"	"3"	"2"	"0"	"0"
"X401630"	"0"	"0"	"2"	"0"	"0"	"0"
"X401634"	"0"	"5"	"0"	"2"	"2"	"0"
"X401647"	"1748"	"12390"	"5858"	"7258"	"10645"	"6295"
"X401665"	"0"	"1"	"0"	"0"	"0"	"0"
"X401666"	"0"	"0"	"0"	"0"	"0"	"0"
"X401667"	"0"	"0"	"0"	"0"	"0"	"0"
"X4017"	"53"	"704"	"130"	"138"	"731"	"620"
"X401720"	"51"	"257"	"208"	"266"	"321"	"418"
"X4018"	"0"	"7"	"30"	"48"	"20"	"1"
"X401827"	"6"	"0"	"5"	"31"	"1"	"2"
"X401847"	"0"	"0"	"0"	"0"	"0"	"0"
"X401884"	"90"	"2988"	"414"	"530"	"1208"	"1111"
"X401898"	"8"	"239"	"119"	"39"	"345"	"166"
"X401934"	"0"	"3"	"1"	"0"	"0"	"2"
"X401940"	"0"	"0"	"0"	"0"	"0"	"0"
"X401944"	"3"	"10"	"16"	"6"	"13"	"5"
"X401992"	"0"	"0"	"2"	"0"	"0"	"0"
"X401993"	"0"	"0"	"2"	"0"	"0"	"0"
"X401994"	"6"	"0"	"148"	"228"	"0"	"0"
"X402"	"1213"	"2325"	"6356"	"5410"	"1606"	"1476"
"X402036"	"0"	"42"	"10"	"0"	"35"	"15"
"X402055"	"139"	"1353"	"861"	"610"	"1326"	"992"
"X402117"	"0"	"27"	"86"	"124"	"14"	"18"
"X402135"	"0"	"20"	"6"	"8"	"23"	"19"
"X402160"	"5"	"21"	"42"	"81"	"45"	"19"
"X402176"	"1"	"71"	"29"	"37"	"42"	"38"
"X402207"	"0"	"0"	"0"	"0"	"0"	"0"
"X402269"	"0"	"0"	"0"	"0"	"0"	"0"
"X4023"	"617"	"13517"	"835"	"1271"	"1684"	"4127"
"X402317"	"0"	"0"	"0"	"1"	"0"	"3"
"X402381"	"350"	"7"	"1463"	"2283"	"0"	"1"
"X402382"	"4"	"0"	"2"	"0"	"0"	"0"
"X402415"	"4"	"14"	"9"	"2"	"34"	"12"
"X402481"	"0"	"0"	"0"	"0"	"2"	"0"
"X402483"	"625"	"17553"	"4724"	"3040"	"10567"	"10071"
"X4025"	"2"	"9"	"20"	"34"	"12"	"4"
"X402569"	"0"	"0"	"2"	"0"	"0"	"0"
"X402573"	"1"	"0"	"22"	"14"	"5"	"8"
"X4026"	"1545"	"2568"	"2156"	"1007"	"1628"	"1644"
"X402665"	"354"	"13984"	"1728"	"3281"	"13377"	"13562"
"X402682"	"13"	"89"	"75"	"111"	"60"	"56"
"X402778"	"237"	"90"	"1207"	"1795"	"165"	"131"
"X403"	"1373"	"10896"	"5142"	"4532"	"11583"	"9260"
"X403150"	"3"	"3"	"10"	"15"	"16"	"2"
"X403239"	"0"	"0"	"0"	"0"	"0"	"0"
"X403244"	"0"	"0"	"0"	"0"	"0"	"0"
"X403253"	"0"	"0"	"0"	"0"	"0"	"0"
"X403273"	"0"	"0"	"0"	"0"	"0"	"0"
"X403274"	"0"	"0"	"0"	"0"	"0"	"0"
"X403277"	"0"	"0"	"0"	"0"	"0"	"0"
"X403278"	"0"	"0"	"0"	"0"	"0"	"0"
"X403282"	"0"	"0"	"0"	"0"	"0"	"0"
"X403284"	"0"	"0"	"0"	"0"	"0"	"0"
"X4033"	"82"	"111"	"752"	"791"	"102"	"77"
"X403312"	"12"	"91"	"79"	"69"	"21"	"36"
"X403313"	"143"	"1764"	"1009"	"472"	"1162"	"1092"
"X403314"	"0"	"18"	"2"	"0"	"4"	"6"
"X403315"	"1"	"3"	"2"	"0"	"3"	"0"
"X403323"	"2"	"352"	"176"	"64"	"50"	"47"
"X403339"	"0"	"0"	"0"	"0"	"0"	"0"
"X403340"	"0"	"0"	"0"	"0"	"0"	"0"
"X403341"	"242"	"9736"	"1540"	"751"	"3863"	"3570"
"X4034"	"714"	"3865"	"3101"	"3386"	"4486"	"4706"
"X4035"	"10999"	"62895"	"27638"	"48817"	"28398"	"25899"
"X4036"	"112"	"168"	"6689"	"521"	"95"	"94"
"X4037"	"3543"	"10619"	"7454"	"17362"	"10813"	"9306"
"X4038"	"5722"	"5241"	"11276"	"8256"	"7843"	"5929"
"X4040"	"686"	"16178"	"4310"	"1875"	"9993"	"10011"
"X404037"	"956"	"754"	"7528"	"17137"	"506"	"541"
"X404093"	"499"	"2083"	"3295"	"1307"	"3541"	"2078"
"X4041"	"447"	"4887"	"1214"	"891"	"5967"	"4537"
"X404201"	"281"	"311"	"480"	"244"	"110"	"211"
"X404203"	"0"	"2"	"0"	"0"	"5"	"1"
"X404216"	"43"	"316"	"109"	"109"	"78"	"50"
"X404217"	"2159"	"3188"	"5285"	"18722"	"3762"	"3026"
"X404220"	"2"	"36"	"4"	"4"	"45"	"29"
"X404266"	"0"	"0"	"0"	"0"	"0"	"0"
"X404281"	"12"	"174"	"89"	"36"	"184"	"126"
"X4043"	"1822"	"3467"	"7840"	"10263"	"5644"	"2473"
"X4045"	"5246"	"20314"	"18003"	"13919"	"18167"	"12006"
"X404550"	"112"	"76"	"60"	"51"	"88"	"34"
"X404552"	"0"	"0"	"0"	"0"	"0"	"0"
"X4046"	"108"	"22"	"99"	"111"	"17"	"10"
"X404636"	"467"	"2103"	"1911"	"1132"	"1745"	"1652"
"X404663"	"0"	"0"	"0"	"0"	"0"	"0"
"X404672"	"770"	"7119"	"3485"	"2362"	"6618"	"7395"
"X4047"	"1694"	"18759"	"10502"	"5428"	"21049"	"17862"
"X404734"	"2"	"29"	"21"	"15"	"51"	"42"
"X404744"	"2"	"30"	"25"	"2"	"20"	"8"
"X404770"	"0"	"0"	"6"	"17"	"2"	"0"
"X404785"	"0"	"0"	"0"	"0"	"0"	"0"
"X4048"	"653"	"4279"	"2641"	"1563"	"4605"	"3105"
"X4049"	"0"	"0"	"0"	"0"	"0"	"0"
"X405"	"517"	"5381"	"3191"	"1754"	"3815"	"4000"
"X4050"	"0"	"0"	"0"	"0"	"0"	"0"
"X4051"	"8"	"0"	"154"	"31"	"0"	"0"
"X4052"	"741"	"6407"	"1401"	"717"	"5944"	"3565"
"X4053"	"228"	"483"	"427"	"404"	"436"	"402"
"X4054"	"2443"	"9777"	"8136"	"11532"	"8606"	"6303"
"X4055"	"218"	"186"	"268"	"237"	"355"	"82"
"X4056"	"42"	"111"	"122"	"75"	"78"	"96"
"X4057"	"22"	"14"	"72"	"22"	"22"	"2"
"X405753"	"0"	"2"	"6"	"0"	"0"	"2"
"X405754"	"0"	"15"	"0"	"0"	"10"	"7"
"X4058"	"78"	"26"	"236"	"489"	"12"	"12"
"X4059"	"1859"	"1388"	"1541"	"2112"	"1113"	"641"
"X406"	"625"	"1314"	"2769"	"2609"	"1148"	"1096"
"X4060"	"152"	"504"	"122"	"38"	"608"	"641"
"X4061"	"2637"	"2190"	"7492"	"9895"	"2305"	"1384"
"X4062"	"1320"	"3731"	"4272"	"7234"	"2550"	"1488"
"X4063"	"13"	"0"	"4"	"2"	"0"	"0"
"X4064"	"8"	"40"	"26"	"12"	"55"	"28"
"X4065"	"60"	"30"	"144"	"58"	"28"	"20"
"X4066"	"50"	"89"	"111"	"75"	"172"	"70"
"X4067"	"444"	"1491"	"713"	"218"	"458"	"274"
"X4068"	"35"	"4"	"12"	"2"	"0"	"3"
"X406881"	"0"	"1"	"2"	"0"	"0"	"0"
"X406882"	"0"	"0"	"0"	"0"	"0"	"0"
"X406883"	"0"	"0"	"0"	"0"	"0"	"0"
"X406884"	"0"	"0"	"0"	"0"	"0"	"0"
"X406885"	"0"	"7"	"0"	"0"	"1"	"0"
"X406886"	"4"	"4"	"17"	"0"	"6"	"2"
"X406887"	"0"	"2"	"0"	"0"	"0"	"1"
"X406888"	"0"	"2"	"4"	"2"	"3"	"3"
"X406889"	"0"	"0"	"0"	"0"	"0"	"0"
"X406890"	"0"	"0"	"0"	"0"	"0"	"0"
"X406891"	"0"	"20"	"0"	"2"	"23"	"23"
"X406892"	"0"	"0"	"0"	"0"	"0"	"0"
"X406893"	"0"	"2"	"1"	"0"	"0"	"0"
"X406894"	"0"	"0"	"0"	"0"	"0"	"0"
"X406895"	"0"	"1"	"0"	"0"	"1"	"1"
"X406896"	"0"	"0"	"1"	"0"	"1"	"0"
"X406897"	"0"	"0"	"0"	"0"	"0"	"1"
"X406898"	"0"	"0"	"0"	"0"	"0"	"0"
"X406899"	"0"	"0"	"0"	"0"	"0"	"0"
"X4069"	"10"	"32"	"68"	"16"	"12"	"14"
"X406900"	"0"	"8"	"4"	"3"	"5"	"6"
"X406901"	"0"	"0"	"0"	"0"	"0"	"0"
"X406902"	"0"	"0"	"0"	"0"	"0"	"0"
"X406903"	"0"	"0"	"0"	"0"	"0"	"0"
"X406904"	"0"	"0"	"0"	"0"	"0"	"0"
"X406905"	"0"	"0"	"0"	"0"	"0"	"0"
"X406906"	"0"	"0"	"0"	"0"	"0"	"0"
"X406907"	"0"	"5"	"8"	"15"	"1"	"3"
"X406908"	"0"	"269"	"52"	"7"	"89"	"146"
"X406909"	"0"	"0"	"1"	"0"	"0"	"0"
"X406910"	"0"	"0"	"0"	"0"	"0"	"0"
"X406911"	"0"	"73"	"6"	"0"	"9"	"39"
"X406912"	"0"	"17"	"5"	"6"	"1"	"2"
"X406913"	"2"	"1"	"1"	"12"	"0"	"0"
"X406914"	"0"	"0"	"0"	"0"	"0"	"0"
"X406915"	"0"	"3"	"6"	"2"	"0"	"0"
"X406916"	"1"	"2"	"1"	"0"	"1"	"1"
"X406917"	"0"	"0"	"0"	"0"	"0"	"0"
"X406918"	"0"	"0"	"0"	"0"	"0"	"0"
"X406919"	"0"	"1"	"0"	"0"	"2"	"0"
"X406920"	"0"	"37"	"1"	"1"	"64"	"36"
"X406921"	"0"	"0"	"1"	"3"	"0"	"0"
"X406922"	"1"	"0"	"1"	"3"	"3"	"0"
"X406923"	"0"	"0"	"0"	"0"	"0"	"0"
"X406924"	"0"	"0"	"0"	"0"	"0"	"0"
"X406925"	"0"	"0"	"0"	"0"	"0"	"0"
"X406926"	"2"	"0"	"1"	"0"	"0"	"0"
"X406927"	"0"	"0"	"0"	"0"	"0"	"0"
"X406928"	"0"	"28"	"10"	"3"	"6"	"14"
"X406929"	"0"	"0"	"2"	"11"	"0"	"1"
"X406930"	"0"	"6"	"5"	"4"	"4"	"0"
"X406931"	"0"	"0"	"0"	"0"	"0"	"0"
"X406932"	"0"	"0"	"0"	"0"	"0"	"0"
"X406933"	"0"	"0"	"0"	"0"	"0"	"0"
"X406934"	"1"	"16"	"3"	"4"	"3"	"9"
"X406935"	"0"	"0"	"0"	"0"	"0"	"0"
"X406936"	"0"	"0"	"0"	"0"	"0"	"0"
"X406937"	"0"	"0"	"0"	"0"	"0"	"0"
"X406938"	"0"	"4"	"0"	"0"	"4"	"0"
"X406939"	"0"	"0"	"0"	"0"	"0"	"0"
"X406940"	"0"	"0"	"0"	"0"	"0"	"0"
"X406941"	"2"	"27"	"14"	"16"	"13"	"28"
"X406942"	"0"	"4"	"0"	"0"	"0"	"0"
"X406943"	"0"	"0"	"0"	"0"	"0"	"0"
"X406944"	"0"	"1"	"9"	"6"	"0"	"0"
"X406945"	"0"	"0"	"0"	"0"	"0"	"0"
"X406946"	"0"	"0"	"0"	"0"	"0"	"0"
"X406947"	"0"	"0"	"0"	"0"	"0"	"0"
"X406948"	"0"	"4"	"1"	"0"	"0"	"0"
"X406949"	"0"	"0"	"0"	"0"	"0"	"0"
"X406950"	"0"	"0"	"0"	"0"	"0"	"0"
"X406951"	"0"	"0"	"0"	"0"	"0"	"0"
"X406952"	"0"	"0"	"0"	"0"	"0"	"0"
"X406953"	"0"	"0"	"0"	"0"	"0"	"0"
"X406954"	"0"	"5"	"0"	"0"	"1"	"0"
"X406955"	"0"	"4"	"0"	"0"	"0"	"0"
"X406956"	"0"	"2"	"0"	"0"	"2"	"4"
"X406957"	"0"	"22"	"4"	"15"	"6"	"13"
"X406958"	"0"	"0"	"0"	"0"	"0"	"0"
"X406959"	"0"	"0"	"0"	"0"	"0"	"0"
"X406960"	"0"	"0"	"0"	"3"	"0"	"0"
"X406961"	"0"	"0"	"0"	"0"	"0"	"0"
"X406962"	"5"	"87"	"42"	"19"	"35"	"70"
"X406963"	"0"	"0"	"0"	"0"	"1"	"0"
"X406964"	"0"	"0"	"0"	"0"	"0"	"0"
"X406965"	"0"	"0"	"0"	"0"	"0"	"0"
"X406966"	"0"	"0"	"0"	"0"	"1"	"0"
"X406967"	"4"	"0"	"0"	"2"	"0"	"0"
"X406968"	"1"	"0"	"0"	"0"	"0"	"0"
"X406969"	"0"	"5"	"1"	"0"	"1"	"4"
"X406970"	"0"	"0"	"0"	"0"	"0"	"0"
"X406971"	"0"	"0"	"0"	"0"	"0"	"0"
"X406972"	"0"	"0"	"0"	"0"	"0"	"0"
"X406973"	"0"	"0"	"0"	"0"	"0"	"0"
"X406974"	"0"	"4"	"3"	"4"	"2"	"3"
"X406975"	"0"	"0"	"0"	"0"	"0"	"0"
"X406976"	"0"	"3"	"0"	"2"	"3"	"0"
"X406977"	"2"	"1"	"1"	"1"	"1"	"4"
"X406978"	"0"	"5"	"6"	"11"	"3"	"5"
"X406979"	"0"	"0"	"0"	"0"	"0"	"0"
"X406980"	"0"	"0"	"0"	"0"	"0"	"0"
"X406981"	"0"	"0"	"0"	"0"	"0"	"0"
"X406982"	"0"	"0"	"0"	"0"	"0"	"0"
"X406983"	"0"	"0"	"0"	"0"	"0"	"0"
"X406984"	"0"	"0"	"0"	"0"	"0"	"0"
"X406985"	"0"	"0"	"0"	"0"	"0"	"0"
"X406986"	"0"	"0"	"0"	"0"	"0"	"0"
"X406987"	"0"	"0"	"0"	"0"	"0"	"0"
"X406988"	"0"	"0"	"0"	"0"	"0"	"0"
"X406989"	"0"	"0"	"0"	"0"	"0"	"0"
"X406990"	"0"	"0"	"0"	"0"	"0"	"0"
"X406991"	"0"	"21"	"16"	"15"	"16"	"15"
"X406992"	"2"	"10"	"0"	"3"	"4"	"5"
"X406993"	"0"	"0"	"0"	"0"	"0"	"0"
"X406994"	"0"	"0"	"2"	"0"	"0"	"0"
"X406995"	"0"	"3"	"0"	"0"	"1"	"0"
"X406996"	"0"	"1"	"2"	"0"	"0"	"0"
"X406997"	"0"	"7"	"0"	"0"	"6"	"4"
"X406998"	"0"	"0"	"0"	"0"	"0"	"0"
"X406999"	"0"	"0"	"0"	"0"	"0"	"0"
"X407"	"3"	"60"	"26"	"2"	"40"	"35"
"X4070"	"2"	"2"	"63"	"6"	"8"	"0"
"X407000"	"0"	"1"	"0"	"0"	"0"	"0"
"X407001"	"0"	"0"	"0"	"0"	"0"	"0"
"X407002"	"0"	"0"	"0"	"0"	"0"	"0"
"X407003"	"2"	"0"	"45"	"28"	"2"	"1"
"X407004"	"0"	"0"	"0"	"0"	"0"	"0"
"X407005"	"0"	"0"	"0"	"0"	"0"	"0"
"X407006"	"3"	"10"	"18"	"8"	"4"	"13"
"X407007"	"0"	"0"	"0"	"0"	"0"	"0"
"X407008"	"0"	"1"	"11"	"0"	"1"	"2"
"X407009"	"1"	"0"	"2"	"0"	"0"	"0"
"X407010"	"0"	"0"	"1"	"0"	"1"	"0"
"X407011"	"0"	"1"	"4"	"2"	"0"	"3"
"X407012"	"0"	"0"	"0"	"0"	"0"	"0"
"X407013"	"2"	"0"	"3"	"0"	"0"	"0"
"X407014"	"1"	"87"	"14"	"7"	"60"	"88"
"X407015"	"0"	"1"	"4"	"6"	"0"	"1"
"X407016"	"0"	"5"	"6"	"2"	"3"	"9"
"X407017"	"1"	"0"	"0"	"2"	"1"	"0"
"X407018"	"0"	"0"	"0"	"0"	"0"	"0"
"X407019"	"1"	"3"	"3"	"1"	"3"	"0"
"X407020"	"0"	"0"	"0"	"0"	"0"	"0"
"X407021"	"0"	"0"	"0"	"4"	"0"	"0"
"X407022"	"0"	"1"	"0"	"0"	"2"	"0"
"X407023"	"0"	"0"	"0"	"0"	"0"	"0"
"X407024"	"0"	"0"	"0"	"1"	"0"	"0"
"X407025"	"8"	"2"	"43"	"31"	"0"	"0"
"X407026"	"45"	"24"	"111"	"64"	"4"	"11"
"X407027"	"0"	"0"	"0"	"0"	"1"	"0"
"X407028"	"0"	"7"	"1"	"1"	"1"	"2"
"X407029"	"0"	"0"	"0"	"0"	"0"	"0"
"X407030"	"0"	"0"	"0"	"0"	"0"	"0"
"X407031"	"0"	"0"	"0"	"0"	"0"	"0"
"X407032"	"8"	"3"	"6"	"0"	"4"	"4"
"X407033"	"0"	"0"	"0"	"0"	"0"	"0"
"X407034"	"0"	"0"	"0"	"0"	"0"	"0"
"X407035"	"0"	"0"	"0"	"0"	"0"	"0"
"X407036"	"0"	"0"	"0"	"0"	"0"	"0"
"X407037"	"0"	"0"	"2"	"0"	"0"	"0"
"X407039"	"0"	"2"	"1"	"0"	"1"	"0"
"X407040"	"0"	"0"	"3"	"3"	"0"	"2"
"X407041"	"0"	"0"	"0"	"0"	"0"	"0"
"X407042"	"0"	"0"	"0"	"0"	"4"	"0"
"X407043"	"5"	"69"	"53"	"21"	"66"	"78"
"X407044"	"0"	"1"	"9"	"0"	"0"	"0"
"X407045"	"0"	"1"	"5"	"0"	"1"	"2"
"X407046"	"4"	"7"	"7"	"4"	"8"	"8"
"X407047"	"0"	"0"	"0"	"0"	"0"	"0"
"X407048"	"0"	"0"	"0"	"0"	"0"	"0"
"X407049"	"1"	"0"	"0"	"0"	"0"	"0"
"X407050"	"0"	"14"	"4"	"7"	"5"	"7"
"X407051"	"0"	"10"	"4"	"8"	"3"	"4"
"X407052"	"0"	"1"	"0"	"0"	"0"	"0"
"X407053"	"0"	"0"	"0"	"0"	"0"	"0"
"X407054"	"0"	"5"	"3"	"0"	"0"	"3"
"X407055"	"0"	"0"	"0"	"0"	"0"	"0"
"X407056"	"0"	"7"	"1"	"2"	"3"	"9"
"X4071"	"1609"	"661"	"1070"	"277"	"570"	"401"
"X4072"	"8"	"221"	"164"	"51"	"587"	"271"
"X4074"	"385"	"2792"	"3528"	"3514"	"2013"	"1639"
"X4076"	"2590"	"46842"	"14319"	"9483"	"41078"	"38220"
"X4077"	"3059"	"13281"	"13601"	"7353"	"13947"	"11352"
"X407738"	"179"	"2175"	"1312"	"1538"	"89"	"408"
"X407835"	"3"	"17"	"22"	"36"	"44"	"24"
"X407975"	"12"	"790"	"36"	"4"	"668"	"648"
"X407977"	"0"	"0"	"0"	"0"	"0"	"0"
"X408"	"1306"	"7794"	"4776"	"6973"	"3940"	"5279"
"X408029"	"0"	"2"	"2"	"0"	"0"	"0"
"X408050"	"48"	"328"	"451"	"220"	"563"	"299"
"X4081"	"32"	"110"	"56"	"40"	"231"	"143"
"X408186"	"6"	"3"	"21"	"38"	"18"	"88"
"X408187"	"0"	"0"	"0"	"0"	"0"	"0"
"X4082"	"3946"	"78244"	"13674"	"8363"	"79039"	"63582"
"X408263"	"52"	"44"	"643"	"957"	"48"	"57"
"X4084"	"319"	"3737"	"2233"	"1274"	"1577"	"2171"
"X4085"	"36"	"1518"	"326"	"169"	"2208"	"1563"
"X4086"	"464"	"5476"	"1571"	"921"	"3212"	"2838"
"X4087"	"1206"	"12020"	"5201"	"2515"	"6672"	"7491"
"X4088"	"1329"	"1477"	"4461"	"6009"	"2025"	"1552"
"X4089"	"1119"	"14634"	"4299"	"1872"	"12157"	"11763"
"X409"	"778"	"5611"	"4187"	"5295"	"5125"	"4599"
"X4090"	"863"	"8056"	"3037"	"1110"	"6629"	"5835"
"X4091"	"193"	"199"	"175"	"224"	"224"	"192"
"X4092"	"424"	"1656"	"2082"	"1579"	"1068"	"1204"
"X4093"	"370"	"4521"	"1521"	"551"	"4593"	"5294"
"X4094"	"560"	"6202"	"1871"	"1533"	"2690"	"2345"
"X4097"	"922"	"5346"	"6411"	"8480"	"4126"	"3423"
"X4099"	"647"	"14"	"43376"	"5675"	"27"	"8"
"X41"	"1490"	"13081"	"5152"	"4220"	"11707"	"10082"
"X410"	"514"	"2007"	"2624"	"2711"	"2976"	"2303"
"X4100"	"0"	"0"	"0"	"0"	"0"	"0"
"X4101"	"0"	"0"	"0"	"0"	"0"	"0"
"X4102"	"0"	"0"	"0"	"0"	"0"	"0"
"X4103"	"0"	"0"	"0"	"0"	"0"	"0"
"X4104"	"0"	"0"	"0"	"0"	"0"	"0"
"X4105"	"0"	"0"	"0"	"0"	"0"	"0"
"X4107"	"0"	"15"	"6"	"7"	"4"	"7"
"X4108"	"0"	"0"	"0"	"0"	"0"	"0"
"X4109"	"0"	"0"	"0"	"0"	"0"	"0"
"X411"	"219"	"2459"	"1255"	"533"	"2314"	"1863"
"X4110"	"0"	"0"	"0"	"0"	"0"	"0"
"X4111"	"35"	"3"	"8"	"8"	"0"	"2"
"X4112"	"0"	"0"	"0"	"0"	"0"	"0"
"X4113"	"0"	"0"	"0"	"0"	"0"	"0"
"X4114"	"0"	"2"	"0"	"0"	"0"	"0"
"X4115"	"0"	"0"	"0"	"4"	"0"	"0"
"X4116"	"273"	"1436"	"1095"	"789"	"1498"	"1401"
"X4117"	"21"	"346"	"83"	"56"	"270"	"148"
"X4118"	"1319"	"4"	"11579"	"1380"	"2"	"2"
"X412"	"470"	"2508"	"3196"	"5182"	"1704"	"1764"
"X4121"	"188"	"1433"	"987"	"2422"	"536"	"671"
"X4122"	"1943"	"13952"	"26975"	"16003"	"12111"	"11488"
"X4123"	"1673"	"8036"	"6733"	"6919"	"9139"	"8770"
"X4124"	"198"	"2057"	"5814"	"1159"	"1614"	"1407"
"X4125"	"258"	"2688"	"1425"	"701"	"4089"	"3253"
"X4126"	"247"	"1735"	"1277"	"542"	"1869"	"1904"
"X4128"	"1973"	"1424"	"2662"	"1707"	"956"	"391"
"X4129"	"1752"	"564"	"5889"	"4820"	"343"	"249"
"X4130"	"6289"	"15619"	"93153"	"143955"	"10433"	"7508"
"X4131"	"3642"	"385282"	"103345"	"99207"	"210236"	"212875"
"X4133"	"4751"	"154941"	"56247"	"76994"	"125831"	"130238"
